what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode, sharing",1328085910340
java.vm.name,sysinfo,,,"OpenJDK Client VM",1328085910340
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328085910340
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328085910340
java.vm.specification.version,sysinfo,,,"1.0",1328085910340
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1328085910340
java.vm.version,sysinfo,,,"20.0-b11",1328085910340
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328085910348
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1328085911250
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1328085912518
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1328085914238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328085919063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328085919926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328085921493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328085935529
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328085950577
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1328085951916
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1328085960167
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1328085960332
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1328085960373
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1328085960415
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1328085962155
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1328085962157
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1328085962236
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1328085962267
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1328085963846
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1328085964528
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328085967550
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328085967755
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1328085991938
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1328085992005
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328085992046
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328085993513
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086041256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086067223
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086069581
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086073493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086113818
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086115153
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086133543
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086143701
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086147861
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086185557
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086186386
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086195082
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086196444
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086198762
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086199873
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086205693
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086206857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086217473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086220463
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086223741
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086224571
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086228488
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328086229951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086252052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086271118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086272179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086275610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086284450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086291020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086324340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086337232
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328086338618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086348210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086355627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086373567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086375147
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1328086378880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086378899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086386059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086416699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328086421468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086423035
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1328086438492
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328086442981
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1328086450791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086481379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086482454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086506244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086521280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086521472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086525042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086555931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328086557415
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086579852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086583111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086584127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086584520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086610581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086611673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086703859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328086713746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328086714059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328086714422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328086714985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086743721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086744490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086745429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086790100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086792113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086792756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086804836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086817931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086820720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086840292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086841142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086843243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086854086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086855743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086872811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086894042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086929168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086930824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086954816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328086959712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086963962
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1328086979295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086979327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086979848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086980822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086981807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328086992814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328086996623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328086997715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328087037022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328087037352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087043828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087047893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087062957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087074786
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1328087091457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087104552
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087114769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328087116612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087117489
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328087122787
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328087126886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087132156
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1328087152473
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1328087152513
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087159476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087162630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087169921
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328087171501
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328087175846
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1328087189422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328087208841
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1328087208942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328087209815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087211219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087218963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087221234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087267453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087283216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087289760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087303968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087324266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087330035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087341804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328087353194
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1328087366135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087366609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328087367930
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328087371685
